Index_Monster,Monster,Criminal record,Age,Gender,Height in cm,Speed Level,Strength Level,Allergy,Favorite Food
750,Vampire,No,457.0,F,166.0,30.0,6.0,garlic,lasagna
4726,Vampire,No,483.0,M,157.0,44.0,6.0,silver,humans
9617,Zombie,Yes,97.0,F,178.0,7.0,6.0,cat hair,pesto pasta
2278,Werewolf,Yes,160.0,F,191.0,80.0,8.0,cat hair,lasagna
5902,Witch,Yes,350.0,M,187.0,18.0,2.0,hazelnut,pesto pasta
2287,Zombie,Yes,174.0,M,180.0,21.0,5.0,cat hair,humans
9331,Vampire,Yes,539.0,F,188.0,33.0,6.0,garlic,lasagna
5167,Werewolf,Yes,34.0,M,182.0,88.0,9.0,cat hair,rats
9244,Skeleton,Yes,1453.0,F,157.0,26.0,6.0,silver,humans
4588,Werewolf,Yes,80.0,M,150.0,86.0,3.0,silver,brain
9054,Zombie,No,196.0,M,155.0,9.0,10.0,sunlight,rats
1799,Werewolf,Yes,70.0,M,186.0,64.0,7.0,silver,pesto pasta
8420,Ghost,Yes,1625.0,M,165.0,84.0,9.0,garlic,brain
7429,Skeleton,Yes,784.0,F,178.0,36.0,10.0,silver,lasagna
5703,Witch,Yes,94.0,F,179.0,22.0,2.0,hazelnut,brain
6447,Skeleton,No,1558.0,M,157.0,21.0,4.0,silver,humans
3123,Skeleton,YES,1162.0,F,181.0,39.0,10.0,pumpkin,rats
8823,Zombie,No,113.0,M,182.0,14.0,5.0,sunlight,rats
783,Witch,Yes,369.0,F,174.0,22.0,1.0,hazelnut,lasagna
6884,Skeleton,No,1079.0,F,186.0,17.0,2.0,garlic,rats
3473,Skeleton,Yes,586.0,F,153.0,28.0,1.0,silver,rats
9377,Vampire,Yes,836.0,M,180.0,35.0,7.0,garlic,lasagna
5166,Ghost,Yes,1687.0,M,191.0,40.0,7.0,pumpkin,humans
4033,Vampire,Yes,960.0,F,175.0,25.0,2.0,sunlight,humans
9175,Vampire,Yes,292.0,F,151.0,30.0,6.0,silver,humans
8508,Vampire,Yes,247.0,M,194.0,33.0,7.0,sunlight,humans
30,Witch,No,374.0,M,167.0,7.0,7.0,hazelnut,brain
156,Ghost,No,1841.0,F,185.0,87.0,10.0,sunlight,brain
1477,Ghost,Yes,1.0,M,195.0,60.0,9.0,sunlight,lasagna
89,Ghost,No,1.0,M,171.0,40.0,3.0,garlic,pesto pasta
3923,Skeleton,Yes,1467.0,F,187.0,37.0,8.0,hazelnut,brain
9669,Skeleton,No,441.0,M,182.0,24.0,10.0,silver,pesto pasta
4436,Zombie,No,59.0,F,181.0,10.0,4.0,sunlight,humans
961,Skeleton,Yes,876.0,F,166.0,21.0,10.0,silver,humans
9599,Witch,No,444.0,M,166.0,16.0,3.0,hazelnut,lasagna
9620,Werewolf,Yes,59.0,M,180.0,81.0,8.0,hazelnut,rats
1602,Skeleton,No,1755.0,F,157.0,27.0,5.0,garlic,rats
580,Skeleton,No,334.0,M,183.0,28.0,4.0,silver,LASAGNA
6627,Vampire,Yes,467.0,M,194.0,27.0,7.0,garlic,humans
1325,Witch,Yes,612.0,F,153.0,13.0,9.0,silver,rats
9506,Ghost,Yes,679.0,F,179.0,92.0,3.0,sunlight,brain
6712,Ghost,Yes,537.0,F,168.0,31.0,5.0,sunlight,pesto pasta
7141,Ghost,No,1128.0,F,181.0,23.0,1.0,hazelnut,rats
6637,Ghost,Yes,1815.0,F,161.0,34.0,4.0,silver,rats
8438,Zombie,Yes,10.0,M,199.0,25.0,3.0,cat hair,lasagna
6592,Ghost,No,2007.0,M,186.0,65.0,3.0,sunlight,rats
3500,Vampire,No,611.0,F,190.0,27.0,4.0,silver,pesto pasta
2316,Skeleton,Yes,629.0,M,184.0,17.0,8.0,silver,humans
6638,Witch,Yes,238.0,F,162.0,25.0,2.0,garlic,brain
5724,Skeleton,No,1300.0,M,184.0,37.0,4.0,silver,rats
6805,Vampire,No,493.0,M,179.0,15.0,7.0,silver,lasagna
9501,Vampire,No,412.0,M,155.0,37.0,8.0,garlic,brain
4539,Witch,No,354.0,M,157.0,17.0,4.0,hazelnut,pesto pasta
3170,Skeleton,Yes,568.0,M,159.0,13.0,4.0,hazelnut,pesto pasta
6671,Werewolf,No,105.0,M,164.0,38.0,7.0,cat hair,lasagna
7299,Vampire,Yes,303.0,M,166.0,44.0,4.0,silver,humans
6454,Vampire,Yes,343.0,F,176.0,31.0,4.0,garlic,humans
5843,Vampire,No,248.0,F,163.0,50.0,6.0,sunlight,Pesto pasta
4990,Witch,Yes,623.0,M,150.0,12.0,4.0,garlic,lasagna
8308,Werewolf,No,123.0,M,181.0,59.0,4.0,silver,lasagna
7405,Vampire,Yes,616.0,M,190.0,52.0,3.0,garlic,lasagna
989,Zombie,No,74.0,F,196.0,18.0,8.0,sunlight,humans
4019,Skeleton,Yes,1765.0,F,187.0,53.0,2.0,pumpkin,humans
2058,Ghost,Yes,1031.0,M,181.0,77.0,1.0,hazelnut,pesto pasta
6186,Ghost,Yes,2345.0,F,171.0,28.0,8.0,sunlight,pesto pasta
5432,Skeleton,No,374.0,F,197.0,31.0,9.0,silver,rats
3151,Witch,No,517.0,M,185.0,19.0,2.0,hazelnut,humans
3726,Skeleton,Yes,312.0,F,187.0,17.0,5.0,silver,pesto pasta
7948,Vampire,Yes,760.0,M,162.0,38.0,1.0,garlic,lasagna
1560,Ghost,Yes,603.0,M,168.0,37.0,5.0,sunlight,brain
1416,Ghost,No,3326.0,F,177.0,60.0,10.0,pumpkin,lasagna
8942,Werewolf,No,162.0,F,179.0,87.0,8.0,silver,pesto pasta
4684,Werewolf,Yes,110.0,M,186.0,93.0,9.0,silver,rats
5133,Vampire,Yes,366.0,M,158.0,35.0,9.0,garlic,humans
772,Ghost,No,1.0,F,155.0,14.0,10.0,sunlight,humans
6605,Vampire,No,373.0,F,193.0,41.0,8.0,Garlic,humans
5023,Zombie,No,112.0,F,188.0,16.0,4.0,cat hair,brain
8650,Vampire,Yes,442.0,M,160.0,27.0,8.0,sunlight,pesto pasta
8474,Vampire,No,381.0,M,171.0,20.0,2.0,silver,rats
6761,Ghost,No,2395.0,M,179.0,75.0,1.0,sunlight,rats
1917,Witch,No,563.0,M,190.0,19.0,9.0,garlic,pesto pasta
9155,Ghost,No,1561.0,F,180.0,36.0,7.0,sunlight,brain
1697,Skeleton,No,1354.0,M,168.0,44.0,5.0,cat hair,lasagna
5576,Witch,Yes,493.0,M,188.0,18.0,3.0,hazelnut,humans
5733,Werewolf,No,132.0,F,199.0,54.0,1.0,silver,humans
4807,skeleton,Yes,69.0,M,183.0,29.0,7.0,silver,brain
1841,Witch,No,392.0,F,162.0,15.0,2.0,hazelnut,humans
3337,Zombie,No,75.0,M,164.0,14.0,5.0,pumpkin,pesto pasta
6365,Zombie,No,124.0,F,184.0,15.0,4.0,sunlight,lasagna
6388,Skeleton,No,828.0,M,165.0,37.0,7.0,silver,rats
8922,Witch,Yes,440.0,M,192.0,25.0,2.0,hazelnut,rats
6051,Vampire,Yes,539.0,M,163.0,54.0,6.0,silver,humans
1538,Zombie,No,17.0,M,179.0,14.0,5.0,silver,humans
501,Vampire,No,664.0,F,195.0,30.0,9.0,sunlight,brain
4991,Witch,No,453.0,F,170.0,19.0,9.0,hazelnut,Brain
7308,Ghost,Yes,2261.0,F,192.0,65.0,8.0,sunlight,humans
4475,Witch,No,549.0,F,185.0,14.0,4.0,hazelnut,brain
1117,Zombie,Yes,101.0,M,193.0,15.0,5.0,pumpkin,humans
3342,Witch,No,413.0,F,191.0,16.0,3.0,pumpkin,brain
10097,Werewolf,No,73.0,F,170.0,84.0,3.0,silver,pesto pasta
6059,Zombie,No,99.0,F,171.0,9.0,10.0,silver,pesto pasta
2114,Skeleton,Yes,321.0,M,196.0,5.0,10.0,garlic,rats
5033,Witch,No,373.0,F,191.0,24.0,1.0,pumpkin,humans
3184,Witch,No,293.0,M,151.0,19.0,2.0,hazelnut,rats
422,Werewolf,No,48.0,F,158.0,96.0,8.0,hazelnut,lasagna
800,Ghost,Yes,1744.0,F,188.0,81.0,10.0,sunlight,brain
2584,Skeleton,Yes,517.0,M,195.0,36.0,10.0,silver,humans
9135,Werewolf,Yes,115.0,M,199.0,71.0,7.0,silver,lasagna
6634,Vampire,No,727.0,M,158.0,40.0,5.0,garlic,rats
4178,Vampire,Yes,685.0,M,180.0,44.0,6.0,sunlight,pesto pasta
6313,Skeleton,Yes,1494.0,M,165.0,32.0,3.0,silver,humans
5950,Zombie,Yes,123.0,M,190.0,8.0,4.0,pumpkin,rats
7008,Skeleton,No,525.0,F,199.0,37.0,9.0,garlic,Lasagna
880,Ghost,No,1692.0,M,172.0,87.0,9.0,pumpkin,humans
4071,Werewolf,Yes,58.0,M,150.0,84.0,9.0,silver,lasagna
283,Ghost,Yes,2436.0,F,163.0,69.0,6.0,silver,lasagna
4666,Witch,No,461.0,M,158.0,13.0,3.0,pumpkin,lasagna
2085,Skeleton,Yes,543.0,F,167.0,1.0,9.0,pumpkin,rats
4968,Skeleton,No,116.0,F,171.0,17.0,3.0,pumpkin,lasagna
7062,Werewolf,Yes,101.0,F,174.0,71.0,8.0,cat hair,lasagna
889,Skeleton,No,2085.0,M,156.0,12.0,5.0,silver,brain
7125,Skeleton,No,1632.0,M,183.0,21.0,4.0,silver,humans
4000,Vampire,Yes,780.0,M,197.0,46.0,6.0,sunlight,humans
8887,Zombie,Yes,134.0,M,186.0,10.0,4.0,sunlight,lasagna
4860,Vampire,No,464.0,M,159.0,54.0,5.0,garlic,pesto pasta
4448,Ghost,No,864.0,M,185.0,91.0,5.0,pumpkin,humans
2267,Werewolf,Yes,1.0,M,155.0,19.0,6.0,cat hair,lasagna
3938,Witch,No,521.0,F,173.0,9.0,7.0,hazelnut,rats
9070,Skeleton,No,1897.0,F,194.0,23.0,8.0,pumpkin,pesto pasta
9037,Vampire,Yes,588.0,M,188.0,35.0,6.0,silver,pesto pasta
5978,Witch,Yes,478.0,M,154.0,23.0,1.0,silver,pesto pasta
6459,Witch,No,485.0,M,170.0,19.0,6.0,hazelnut,rats
10030,Zombie,Yes,62.0,F,151.0,6.0,6.0,cat hair,humans
6415,Zombie,Yes,90.0,F,177.0,20.0,4.0,garlic,lasagna
7081,Werewolf,Yes,46.0,F,195.0,57.0,5.0,cat hair,rats
4643,Witch,Yes,399.0,M,152.0,27.0,5.0,pumpkin,pesto pasta
3843,Zombie,No,58.0,M,159.0,10.0,4.0,sunlight,brain
7418,vampire,No,962.0,F,165.0,47.0,2.0,silver,pesto pasta
1452,Werewolf,No,90.0,F,152.0,40.0,1.0,cat hair,lasagna
9055,Ghost,Yes,2836.0,f,151.0,42.0,10.0,sunlight,humans
3384,Werewolf,Yes,165.0,M,156.0,65.0,7.0,silver,brain
8230,Vampire,Yes,666.0,m,156.0,40.0,7.0,garlic,pesto pasta
8916,Werewolf,No,142.0,M,172.0,92.0,2.0,silver,rats
8850,Vampire,Yes,442.0,M,151.0,36.0,6.0,garlic,brain
6897,Witch,No,518.0,M,173.0,18.0,9.0,Pumpkin,humans
1988,Skeleton,Yes,496.0,M,183.0,17.0,2.0,silver,humans
7311,Zombie,Yes,111.0,M,158.0,13.0,5.0,cat hair,humans
4118,Witch,No,147.0,M,171.0,26.0,4.0,garlic,brain
8839,Skeleton,No,1607.0,F,185.0,22.0,8.0,silver,rats
2088,Vampire,Yes,666.0,M,191.0,22.0,6.0,sunlight,brain
7950,Ghost,Yes,2813.0,F,165.0,77.0,10.0,sunlight,pesto pasta
4804,Werewolf,Yes,54.0,F,191.0,86.0,5.0,sunlight,lasagna
7310,Skeleton,No,2141.0,M,165.0,40.0,9.0,pumpkin,brain
6718,Ghost,No,1694.0,F,176.0,73.0,3.0,sunlight,brain
8314,Ghost,Yes,245.0,F,199.0,11.0,8.0,pumpkin,pesto pasta
23,Skeleton,No,1522.0,F,165.0,49.0,3.0,silver,rats
3160,Witch,No,554.0,F,188.0,24.0,4.0,hazelnut,pesto pasta
2755,Werewolf,Yes,104.0,F,159.0,61.0,2.0,silver,rats
2713,Zombie,Yes,129.0,M,162.0,6.0,3.0,sunlight,pesto pasta
7778,Werewolf,Yes,59.0,F,170.0,38.0,7.0,silver,humans
274,Vampire,No,281.0,M,165.0,38.0,3.0,sunlight,rats
2590,Skeleton,No,356.0,F,172.0,5.0,3.0,silver,pesto pasta
7066,Vampire,Yes,587.0,M,155.0,47.0,6.0,garlic,humans
5439,Ghost,No,1035.0,M,192.0,69.0,7.0,sunlight,rats
7840,Skeleton,Yes,809.0,M,178.0,14.0,5.0,silver,lasagna
1418,Zombie,No,137.0,F,153.0,7.0,5.0,silver,humans
805,Werewolf,Yes,21.0,M,166.0,78.0,6.0,hazelnut,rats
6261,Werewolf,No,117.0,F,161.0,56.0,9.0,silver,brain
2561,Zombie,Yes,220.0,F,155.0,18.0,8.0,pumpkin,brain
8456,Skeleton,Yes,1689.0,F,162.0,32.0,4.0,silver,rats
1564,Vampire,Yes,656.0,M,195.0,48.0,7.0,sunlight,lasagna
7478,Skeleton,Yes,1298.0,M,169.0,10.0,9.0,silver,lasagna
9684,Zombie,No,63.0,F,168.0,10.0,4.0,garlic,humans
945,Werewolf,Yes,71.0,F,184.0,53.0,4.0,hazelnut,brain
1936,Vampire,No,634.0,F,164.0,45.0,9.0,silver,brain
1252,Witch,No,330.0,M,178.0,27.0,3.0,garlic,humans
5408,Zombie,Yes,107.0,F,166.0,12.0,4.0,sunlight,lasagna
4874,Skeleton,Yes,543.0,M,179.0,26.0,1.0,silver,humans
4741,Witch,No,355.0,F,155.0,16.0,4.0,garlic,rats
5402,Ghost,No,1902.0,M,192.0,88.0,10.0,pumpkin,pesto pasta
2736,Skeleton,Yes,1738.0,M,187.0,13.0,8.0,silver,brain
10091,Skeleton,Yes,774.0,M,179.0,47.0,2.0,garlic,rats
96,Skeleton,No,688.0,M,195.0,37.0,1.0,hazelnut,pesto pasta
9866,Zombie,No,76.0,M,156.0,16.0,4.0,pumpkin,humans
4943,Ghost,No,2046.0,M,152.0,49.0,10.0,pumpkin,rats
5963,Ghost,No,3148.0,F,166.0,50.0,1.0,sunlight,humans
1957,Werewolf,Yes,104.0,F,172.0,84.0,6.0,silver,pesto pasta
2423,Witch,No,203.0,F,191.0,11.0,7.0,hazelnut,humans
8906,Werewolf,No,48.0,F,187.0,73.0,6.0,sunlight,pesto pasta
6190,Ghost,Yes,1640.0,F,197.0,18.0,3.0,pumpkin,rats
2426,Witch,Yes,604.0,F,169.0,21.0,9.0,pumpkin,pesto pasta
3536,Werewolf,No,83.0,F,197.0,89.0,7.0,silver,brain
2968,Witch,No,645.0,F,170.0,23.0,5.0,hazelnut,humans
5972,Skeleton,No,419.0,F,196.0,28.0,4.0,garlic,brain
3689,Werewolf,No,93.0,F,198.0,59.0,6.0,silver,brain
4509,Skeleton,Yes,1538.0,F,196.0,36.0,1.0,silver,pesto pasta
6848,Skeleton,Yes,2278.0,M,194.0,18.0,10.0,silver,pesto pasta
9456,Skeleton,No,2046.0,M,176.0,1.0,7.0,cat hair,pesto pasta
8130,Vampire,Yes,170.0,F,156.0,21.0,1.0,silver,humans
4563,Skeleton,Yes,1584.0,M,187.0,51.0,6.0,hazelnut,rats
1360,Skeleton,No,1831.0,M,159.0,42.0,7.0,silver,pesto pasta
6168,Skeleton,No,1030.0,F,170.0,1.0,3.0,hazelnut,pesto pasta
8013,Skeleton,No,1055.0,F,183.0,44.0,3.0,silver,pesto pasta
10088,Skeleton,No,1849.0,F,166.0,32.0,9.0,silver,humans
3554,Ghost,No,1384.0,F,176.0,66.0,7.0,pumpkin,lasagna
3206,Witch,Yes,334.0,F,152.0,29.0,5.0,hazelnut,lasagna
4629,Werewolf,No,109.0,M,166.0,91.0,5.0,silver,humans
6684,Ghost,No,799.0,F,164.0,75.0,7.0,sunlight,humans
5379,Zombie,No,117.0,F,172.0,13.0,6.0,garlic,humans
4153,Vampire,Yes,258.0,F,195.0,37.0,1.0,silver,pesto pasta
8485,Witch,Yes,594.0,M,157.0,15.0,1.0,hazelnut,lasagna
6158,Werewolf,Yes,102.0,F,168.0,100.0,5.0,cat hair,lasagna
8939,Zombie,No,69.0,F,150.0,15.0,5.0,pumpkin,rats
4961,Witch,Yes,628.0,F,154.0,23.0,5.0,hazelnut,humans
5973,Ghost,Yes,1955.0,F,185.0,84.0,8.0,pumpkin,humans
7775,Vampire,Yes,430.0,F,151.0,42.0,4.0,sunlight,rats
6106,Ghost,Yes,2029.0,F,185.0,52.0,2.0,Pumpkin,rats
5372,Ghost,Yes,776.0,F,175.0,49.0,2.0,sunlight,pesto pasta
3644,Vampire,Yes,635.0,F,186.0,42.0,1.0,garlic,brain
7080,Vampire,No,138.0,F,182.0,53.0,4.0,sunlight,lasagna
7366,Vampire,No,378.0,M,162.0,33.0,6.0,silver,rats
5528,Vampire,Yes,207.0,M,171.0,43.0,7.0,garlic,lasagna
5834,Skeleton,No,1201.0,F,165.0,21.0,1.0,silver,rats
2119,Zombie,Yes,100.0,M,175.0,22.0,8.0,garlic,pesto pasta
8503,Werewolf,Yes,130.0,F,157.0,84.0,2.0,silver,brain
9736,Ghost,No,1936.0,F,165.0,43.0,1.0,sunlight,humans
7088,Vampire,No,847.0,M,169.0,24.0,2.0,silver,pesto pasta
1432,Vampire,No,586.0,M,166.0,53.0,8.0,silver,pesto pasta
6308,Witch,No,450.0,M,153.0,21.0,2.0,hazelnut,humans
8617,Werewolf,Yes,61.0,F,172.0,67.0,7.0,silver,lasagna
4966,Witch,Yes,277.0,M,158.0,29.0,1.0,hazelnut,humans
1216,Zombie,No,48.0,M,168.0,18.0,1.0,cat hair,pesto pasta
1559,Witch,Yes,294.0,F,186.0,21.0,2.0,pumpkin,Humans
4862,Ghost,No,3567.0,F,167.0,28.0,1.0,silver,brain
7645,Witch,no,228.0,F,161.0,19.0,3.0,hazelnut,humans
6659,Vampire,Yes,665.0,M,160.0,69.0,6.0,sunlight,pesto pasta
1134,Witch,Yes,284.0,M,189.0,17.0,2.0,hazelnut,pesto pasta
2984,Ghost,No,3001.0,F,153.0,33.0,1.0,sunlight,humans
2907,Zombie,Yes,39.0,M,196.0,19.0,2.0,sunlight,pesto pasta
2080,Zombie,Yes,55.0,M,199.0,15.0,1.0,sunlight,pesto pasta
5287,Zombie,No,22.0,F,166.0,13.0,4.0,garlic,brain
10041,Zombie,No,1.0,M,167.0,22.0,6.0,cat hair,pesto pasta
6191,Werewolf,No,82.0,F,164.0,59.0,6.0,silver,pesto pasta
8200,Ghost,Yes,1319.0,F,169.0,27.0,4.0,pumpkin,brain
9047,Vampire,No,514.0,M,153.0,42.0,8.0,silver,humans
9352,Ghost,No,931.0,F,198.0,51.0,10.0,garlic,rats
687,Ghost,Yes,1568.0,M,162.0,78.0,8.0,CAT HAIR,brain
4617,Ghost,Yes,1794.0,M,173.0,38.0,3.0,pumpkin,pesto pasta
371,Ghost,No,1001.0,M,175.0,79.0,2.0,sunlight,humans
6610,Vampire,Yes,509.0,M,169.0,42.0,9.0,silver,lasagna
6938,Witch,Yes,527.0,F,198.0,23.0,2.0,hazelnut,humans
4742,Werewolf,Yes,105.0,F,164.0,100.0,8.0,hazelnut,lasagna
9943,Zombie,Yes,106.0,M,190.0,21.0,6.0,silver,rats
6386,Werewolf,No,192.0,F,179.0,62.0,6.0,hazelnut,rats
6670,Zombie,No,143.0,F,176.0,10.0,6.0,garlic,lasagna
5821,Vampire,No,701.0,F,150.0,27.0,6.0,sunlight,brain
7740,Ghost,Yes,2845.0,F,173.0,67.0,10.0,pumpkin,humans
7039,Werewolf,No,23.0,F,163.0,83.0,6.0,hazelnut,pesto pasta
3609,Skeleton,Yes,1136.0,F,165.0,14.0,9.0,silver,pesto pasta
8535,Vampire,Yes,447.0,F,151.0,49.0,2.0,garlic,lasagna
2335,Ghost,Yes,2406.0,M,183.0,54.0,3.0,sunlight,rats
2151,Ghost,No,2643.0,M,186.0,39.0,9.0,sunlight,lasagna
4675,Werewolf,No,113.0,F,150.0,95.0,5.0,sunlight,lasagna
6394,Witch,No,288.0,M,157.0,16.0,5.0,pumpkin,humans
5684,Werewolf,No,154.0,M,161.0,73.0,7.0,cat hair,humans
3080,Skeleton,Yes,1280.0,M,180.0,9.0,6.0,silver,humans
8639,Zombie,No,57.0,F,165.0,18.0,10.0,sunlight,lasagna
1706,Zombie,Yes,1.0,M,173.0,12.0,4.0,sunlight,rats
4705,Zombie,Yes,1.0,F,164.0,15.0,6.0,sunlight,brain
253,Skeleton,Yes,1537.0,F,191.0,1.0,7.0,silver,brain
4879,Vampire,Yes,658.0,M,166.0,51.0,6.0,garlic,rats
1431,Ghost,No,1403.0,M,196.0,25.0,5.0,sunlight,lasagna
1099,Zombie,No,1.0,M,196.0,9.0,8.0,cat hair,humans
2514,Zombie,No,159.0,M,151.0,12.0,2.0,garlic,rats
777,Vampire,Yes,147.0,M,156.0,46.0,7.0,sunlight,brain
4620,Skeleton,Yes,1660.0,M,182.0,1.0,6.0,silver,lasagna
4670,Skeleton,No,1496.0,M,176.0,1.0,8.0,silver,humans
5577,Werewolf,No,111.0,F,158.0,57.0,7.0,silver,brain
3584,Witch,Yes,271.0,M,150.0,20.0,8.0,garlic,pesto pasta
7916,Zombie,No,32.0,M,178.0,13.0,5.0,cat hair,humans
5651,Werewolf,No,159.0,M,194.0,65.0,7.0,silver,brain
2666,Ghost,No,1175.0,F,154.0,67.0,10.0,pumpkin,pesto pasta
2011,Werewolf,No,115.0,F,198.0,100.0,6.0,silver,pesto pasta
3559,Witch,Yes,490.0,F,151.0,19.0,1.0,hazelnut,Brain
9367,Zombie,Yes,149.0,F,182.0,10.0,4.0,sunlight,rats
8038,Werewolf,Yes,55.0,F,151.0,51.0,7.0,cat hair,pesto pasta
9500,Skeleton,No,648.0,F,182.0,39.0,9.0,silver,lasagna
4061,Zombie,Yes,33.0,F,155.0,8.0,5.0,cat hair,humans
3402,Skeleton,No,620.0,M,163.0,37.0,6.0,silver,Lasagna
2533,Witch,Yes,533.0,M,168.0,24.0,7.0,hazelnut,rats
1273,Skeleton,No,369.0,M,152.0,48.0,4.0,silver,humans
4568,Witch,No,217.0,F,158.0,27.0,2.0,hazelnut,brain
2717,Ghost,Yes,1.0,M,176.0,69.0,1.0,pumpkin,lasagna
6816,Witch,No,424.0,M,179.0,22.0,8.0,hazelnut,brain
8763,Ghost,Yes,1882.0,F,174.0,7.0,8.0,cat hair,brain
625,Ghost,Yes,671.0,M,177.0,67.0,1.0,pumpkin,humans
7836,Vampire,Yes,850.0,F,150.0,48.0,6.0,garlic,brain
2623,Vampire,No,637.0,F,190.0,42.0,6.0,silver,brain
6602,Ghost,No,1200.0,F,178.0,44.0,3.0,hazelnut,humans
9872,Ghost,No,1334.0,F,167.0,50.0,10.0,pumpkin,humans
6372,Ghost,Yes,1176.0,F,172.0,28.0,10.0,sunlight,humans
755,Skeleton,Yes,787.0,F,194.0,14.0,5.0,silver,rats
7571,Vampire,No,271.0,F,172.0,56.0,8.0,garlic,lasagna
369,Vampire,No,615.0,f,168.0,53.0,7.0,sunlight,brain
7242,Vampire,Yes,368.0,F,169.0,47.0,6.0,silver,pesto pasta
9230,Witch,No,601.0,M,193.0,16.0,1.0,silver,Humans
1795,Vampire,Yes,843.0,F,189.0,43.0,7.0,garlic,pesto pasta
2456,Zombie,No,40.0,F,179.0,16.0,4.0,silver,lasagna
4474,Vampire,No,568.0,F,194.0,49.0,7.0,silver,rats
9519,Vampire,Yes,426.0,M,154.0,61.0,9.0,garlic,brain
4672,Witch,Yes,480.0,M,190.0,23.0,3.0,hazelnut,brain
2915,Skeleton,No,869.0,M,161.0,28.0,2.0,garlic,humans
4611,Zombie,Yes,74.0,F,180.0,17.0,8.0,sunlight,brain
2331,Werewolf,Yes,50.0,F,198.0,63.0,6.0,silver,pesto pasta
9415,Witch,Yes,265.0,F,192.0,18.0,3.0,pumpkin,humans
4337,Skeleton,Yes,1319.0,M,188.0,50.0,3.0,silver,rats
5350,Ghost,No,1669.0,M,197.0,49.0,2.0,sunlight,lasagna
8213,Vampire,Yes,113.0,M,182.0,32.0,8.0,sunlight,lasagna
7104,Zombie,Yes,180.0,M,190.0,21.0,1.0,garlic,humans
6629,Werewolf,No,71.0,M,183.0,57.0,6.0,silver,humans
6609,Ghost,Yes,1897.0,M,186.0,41.0,1.0,pumpkin,lasagna
9219,Witch,Yes,341.0,M,173.0,16.0,3.0,garlic,brain
5251,Zombie,Yes,78.0,F,197.0,15.0,4.0,cat hair,brain
7693,Witch,Yes,76.0,M,186.0,21.0,9.0,hazelnut,lasagna
4954,Ghost,Yes,959.0,F,169.0,52.0,8.0,sunlight,lasagna
5345,Zombie,Yes,176.0,M,195.0,20.0,5.0,sunlight,brain
1260,Zombie,Yes,75.0,M,189.0,19.0,1.0,garlic,lasagna
5506,Zombie,No,113.0,F,189.0,12.0,1.0,garlic,brain
4427,Zombie,No,13.0,M,157.0,11.0,1.0,Cat hair,rats
5017,Werewolf,No,79.0,M,167.0,66.0,6.0,hazelnut,lasagna
7529,Ghost,Yes,3357.0,M,179.0,100.0,10.0,garlic,humans
8973,Vampire,Yes,375.0,M,177.0,34.0,5.0,silver,humans
8783,Witch,Yes,388.0,M,150.0,17.0,6.0,pumpkin,rats
6149,Vampire,No,594.0,F,197.0,45.0,7.0,silver,rats
9183,Zombie,Yes,76.0,F,176.0,17.0,1.0,garlic,pesto pasta
2110,Zombie,No,85.0,F,182.0,18.0,5.0,silver,rats
1156,Ghost,Yes,2347.0,M,192.0,69.0,5.0,hazelnut,lasagna
5304,Witch,No,411.0,F,168.0,22.0,4.0,hazelnut,brain
4876,Zombie,Yes,60.0,F,178.0,19.0,5.0,garlic,humans
6194,Werewolf,Yes,75.0,F,160.0,86.0,6.0,garlic,lasagna
3404,Witch,Yes,389.0,M,167.0,20.0,1.0,silver,pesto pasta
5094,Witch,Yes,525.0,M,171.0,13.0,4.0,hazelnut,pesto pasta
1778,Witch,Yes,390.0,M,192.0,11.0,3.0,hazelnut,lasagna
1511,Vampire,Yes,464.0,M,171.0,23.0,7.0,silver,brain
7324,Werewolf,Yes,100.0,F,174.0,56.0,5.0,garlic,humans
9587,Ghost,Yes,1862.0,F,171.0,47.0,3.0,sunlight,brain
7811,Zombie,Yes,34.0,F,154.0,10.0,5.0,garlic,brain
1150,Vampire,Yes,402.0,F,163.0,37.0,6.0,garlic,brain
3346,Werewolf,Yes,98.0,F,154.0,62.0,6.0,silver,lasagna
6439,Witch,Yes,323.0,F,155.0,23.0,2.0,hazelnut,pesto pasta
5291,Witch,No,777.0,M,179.0,18.0,3.0,pumpkin,pesto pasta
5502,Werewolf,Yes,94.0,M,156.0,100.0,9.0,hazelnut,rats
2338,Skeleton,Yes,1710.0,F,153.0,35.0,3.0,garlic,brain
6355,Witch,No,330.0,F,198.0,14.0,6.0,garlic,humans
4495,Zombie,No,92.0,M,177.0,12.0,1.0,sunlight,lasagna
3200,Zombie,No,84.0,M,182.0,14.0,1.0,cat hair,RATS
9940,Vampire,No,316.0,F,180.0,33.0,4.0,silver,brain
10016,Werewolf,Yes,123.0,F,171.0,61.0,8.0,sunlight,lasagna
9960,Skeleton,No,783.0,M,188.0,28.0,6.0,silver,humans
6396,Werewolf,Yes,78.0,M,150.0,96.0,7.0,silver,lasagna
9437,Werewolf,No,16.0,F,153.0,67.0,7.0,sunlight,rats
2764,Vampire,Yes,439.0,F,168.0,46.0,4.0,garlic,lasagna
6027,Werewolf,No,123.0,M,158.0,46.0,7.0,garlic,lasagna
2840,Vampire,Yes,253.0,M,178.0,43.0,7.0,garlic,rats
453,Witch,Yes,491.0,f,167.0,19.0,6.0,hazelnut,rats
9387,Skeleton,No,1059.0,M,169.0,39.0,7.0,garlic,brain
