Index_Crimes,Date,Monster involved,Days of Investigation,Region,Crime Type,Crime Weapon,Time of Day,Evidence Found
6832,2020-11-30,Zombie,46.0,swamp,kidnapping,brute force,day,teeth
8474,2021-04-11,Vampire,6.0,castle,theft,knife,night,blood
6482,2024-09-30,Vampire,95.0,forest,assault,pistol,dusk,teeth
904,2022-03-25,Skeleton,65.0,mountain,arson,N/A,day,cloak
3282,2019-11-17,Vampire,37.0,castle,assault,knife,night,blood
2354,2022-07-21,Werewolf,52.0,mountain,nightly disturbance,axe,night,blood
7167,2020-01-17,Ghost,81.0,castle,vandalism,knife,night,potions
9600,2023-07-05,Zombie,40.0,mountain,kidnapping,N/A,dawn,bones
7655,2020-10-21,Werewolf,60.0,forest,assault,knife,dusk,bones
9840,2020-03-27,Skeleton,28.0,castle,arson,N/A,day,bones
5086,2024-07-30,Ghost,26.0,village,nightly disturbance,axe,night,potions
6516,2020-05-26,Ghost,13.0,village,vandalism,N/A,night,potions
4178,2020-09-02,Vampire,42.0,castle,nightly disturbance,knife,night,blood
9340,2020-12-29,Witch,50.0,village,kidnapping,N/A,dawn,bones
1734,2023-04-01,Vampire,58.0,castle,nightly disturbance,N/A,night,teeth
1717,2024-01-10,Ghost,80.0,castle,vandalism,brute force,night,potions
9787,2021-03-31,Zombie,11.0,village,kidnapping,knife,dawn,bones
9646,2020-04-19,Zombie,74.0,mountain,assault,knife,day,blood
10072,2024-05-09,Werewolf,28.0,mountain,assault,axe,night,blood
8308,2024-06-03,Werewolf,21.0,forest,assault,knife,night,fur
3870,2020-03-30,Skeleton,26.0,Mountain,vandalism,brute force,day,bones
6363,2020-07-03,Werewolf,1.0,mountain,assault,knife,night,bones
3383,2021-12-03,Skeleton,3.0,forest,assault,brute force,day,bones
9613,2024-03-22,Vampire,15.0,forest,assault,pistol,night,teeth
995,2023-01-01,Ghost,2.0,castle,nightly disturbance,N/A,night,cloak
1841,2023-07-14,Witch,33.0,village,arson,knife,dusk,potions
4617,2024-10-07,Ghost,92.0,castle,nightly disturbance,knife,night,cloak
595,2020-06-07,Skeleton,59.0,forest,assault,brute force,day,cloak
9855,2022-01-06,Zombie,18.0,swamp,assault,brute force,dusk,potions
5126,2020-03-02,Skeleton,87.0,mountain,nightly disturbance,N/A,night,bones
7859,2021-05-08,Werewolf,25.0,village,assault,axe,night,fur
8408,2021-08-22,Skeleton,6.0,mountain,vandalism,axe,dusk,bones
9617,2023-04-13,Zombie,18.0,swamp,kidnapping,knife,dusk,fur
10068,2024-10-19,Witch,21.0,village,arson,N/A,night,cloak
5540,2021-08-14,Vampire,60.0,castle,assault,N/A,dawn,cloak
7822,2024-02-14,Skeleton,9.0,mountain,vandalism,N/A,dawn,bones
9372,2021-07-21,Zombie,20.0,swamp,murder,knife,Night,teeth
5572,2020-06-02,Witch,5.0,village,arson,N/A,dawn,blood
9623,2023-12-26,Witch,13.0,village,arson,axe,dawn,fur
8961,2023-03-21,Werewolf,22.0,forest,nightly disturbance,axe,night,fur
5611,2021-05-02,Witch,7.0,forest,arson,axe,day,potions
3594,2023-06-08,Vampire,8.0,castle,theft,axe,night,blood
1410,2022-02-26,Werewolf,77.0,forest,vandalism,axe,night,fur
269,2023-10-29,Zombie,49.0,swamp,Kidnapping,pistol,dusk,blood
3584,2024-10-04,Witch,94.0,village,kidnapping,N/A,dawn,cloak
6914,2024-07-18,Witch,34.0,swamp,arson,knife,dusk,cloak
7703,2024-08-31,Werewolf,75.0,swamp,assault,axe,night,blood
6857,2021-10-30,Skeleton,87.0,castle,arson,pistol,dusk,cloak
3101,2020-10-13,Vampire,9.0,castle,assault,pistol,night,teeth
5073,2023-02-03,Ghost,17.0,castle,vandalism,N/A,night,potions
8482,2023-07-29,Vampire,61.0,village,assault,knife,dusk,blood
3903,2023-12-22,Ghost,42.0,castle,nightly disturbance,brute force,night,cloak
9163,2020-01-28,Skeleton,39.0,mountain,nightly disturbance,axe,night,cloak
2428,2024-04-26,Vampire,38.0,castle,nightly disturbance,knife,night,cloak
6338,2021-09-28,werewolf,18.0,village,assault,knife,night,fur
8571,2020-08-06,Werewolf,69.0,forest,assault,pistol,night,teeth
3750,2020-11-09,Vampire,55.0,mountain,nightly disturbance,pistol,night,cloak
251,2024-02-14,Skeleton,75.0,castle,nightly disturbance,N/A,night,cloak
1610,2021-12-19,Zombie,97.0,swamp,kidnapping,N/A,night,bones
9779,2024-02-10,Witch,23.0,village,kidnapping,knife,night,potions
1545,2022-04-25,Werewolf,74.0,forest,vandalism,brute force,night,fur
8307,2023-01-22,Zombie,69.0,mountain,kidnapping,axe,night,potions
932,2021-10-15,Skeleton,59.0,mountain,nightly disturbance,N/A,night,bones
7626,2021-04-02,Vampire,40.0,village,murder,pistol,dusk,cloak
4409,2020-04-25,Ghost,60.0,forest,nightly disturbance,knife,night,POTIONS
677,2021-07-06,Zombie,18.0,swamp,assault,axe,dawn,teeth
3641,2020-02-12,Witch,7.0,swamp,theft,brute force,night,cloak
5158,2019-12-22,Ghost,47.0,castle,vandalism,pistol,night,potions
1932,2021-02-08,Zombie,73.0,forest,kidnapping,N/A,dawn,potions
8429,2024-06-07,Witch,60.0,village,arson,axe,night,potions
5301,2023-01-04,Zombie,51.0,swamp,kidnapping,knife,day,potions
7254,2023-04-05,Witch,95.0,village,kidnapping,knife,dusk,cloak
3998,2023-11-22,Vampire,66.0,village,assault,N/A,night,blood
7028,2023-06-29,Zombie,43.0,swamp,vandalism,N/A,dusk,bones
6087,2020-01-18,Werewolf,95.0,mountain,assault,brute force,dusk,blood
5702,2022-12-02,Vampire,72.0,castle,assault,knife,night,teeth
2726,2021-08-03,Vampire,66.0,castle,murder,brute force,night,blood
2619,2020-11-24,Skeleton,24.0,mountain,arson,pistol,dawn,cloak
5966,2021-03-22,Zombie,3.0,forest,kidnapping,knife,day,bones
1801,2020-05-04,Vampire,57.0,forest,assault,axe,night,cloak
6575,2023-08-28,Werewolf,73.0,forest,kidnapping,knife,day,blood
3045,2024-05-02,Skeleton,76.0,castle,vandalism,axe,night,bones
7204,2024-02-05,Werewolf,93.0,mountain,vandalism,brute force,night,blood
2335,2023-08-02,Ghost,69.0,castle,vandalism,N/A,night,potions
7347,2023-03-10,Vampire,38.0,castle,nightly disturbance,pistol,night,teeth
3728,2022-11-30,Vampire,25.0,mountain,nightly disturbance,brute force,night,blood
695,2023-04-12,Skeleton,21.0,castle,nightly disturbance,pistol,night,cloak
6072,2020-06-03,Skeleton,97.0,forest,arson,axe,dawn,bones
7142,2021-09-30,Witch,8.0,village,kidnapping,brute force,night,blood
620,2024-02-29,Witch,79.0,mountain,theft,brute force,day,potions
7238,2024-05-03,Vampire,30.0,castle,assault,pistol,dawn,blood
9297,2022-07-24,Zombie,94.0,swamp,kidnapping,pistol,dawn,teeth
3235,2020-05-22,Skeleton,82.0,castle,arson,axe,dusk,cloak
2294,2024-04-02,Ghost,45.0,village,nightly disturbance,N/A,night,cloak
9879,2021-12-25,Vampire,76.0,forest,assault,axe,dusk,Cloak
6696,2021-01-03,Zombie,25.0,swamp,murder,knife,night,blood
4177,2022-08-19,Skeleton,2.0,castle,arson,knife,night,bones
1920,2024-08-10,Vampire,18.0,castle,theft,pistol,night,teeth
9627,2023-02-22,Skeleton,18.0,castle,arson,N/A,day,bones
8235,2021-03-05,Skeleton,71.0,mountain,nightly disturbance,knife,night,bones
263,2021-01-05,Vampire,45.0,castle,theft,pistol,dawn,blood
2956,2021-08-30,Skeleton,88.0,mountain,assault,N/A,dusk,bones
9519,2023-10-27,Vampire,6.0,castle,assault,knife,night,blood
4990,2021-05-08,Witch,96.0,swamp,theft,N/A,dusk,potions
2854,2020-12-05,Witch,3.0,village,arson,pistol,dawn,bones
6595,2022-06-11,Witch,35.0,mountain,kidnapping,knife,dusk,potions
3374,2023-04-10,Witch,72.0,village,arson,knife,day,cloak
3562,2023-12-06,Zombie,84.0,village,kidnapping,N/A,dawn,potions
4609,2021-12-22,Vampire,98.0,castle,nightly disturbance,pistol,night,cloak
9753,2021-10-18,Skeleton,97.0,castle,nightly disturbance,knife,night,cloak
7985,2021-05-17,Skeleton,14.0,mountain,arson,pistol,dusk,bones
5383,2021-12-06,Vampire,86.0,village,assault,N/A,dusk,blood
5276,2022-12-23,Skeleton,70.0,mountain,nightly disturbance,N/A,night,bones
2313,2020-04-13,Zombie,32.0,forest,murder,knife,dusk,potions
6124,2020-01-18,Vampire,8.0,village,assault,knife,dawn,blood
4701,2020-03-23,Ghost,37.0,castle,nightly disturbance,N/A,night,potions
5047,2022-05-13,Werewolf,92.0,swamp,assault,N/A,night,blood
6779,2020-09-14,Werewolf,48.0,mountain,vandalism,knife,night,blood
9416,2024-04-12,Zombie,84.0,swamp,kidnapping,knife,dusk,potions
492,2020-07-31,Zombie,81.0,mountain,murder,N/A,dusk,blood
2238,2021-06-08,Vampire,53.0,mountain,assault,brute force,dawn,blood
5473,2021-05-02,Ghost,5.0,village,Nightly disturbance,brute force,night,potions
7637,2022-12-20,Vampire,23.0,castle,murder,brute force,Night,cloak
2583,2024-05-22,Skeleton,74.0,castle,assault,N/A,dusk,bones
8,2020-08-10,Witch,98.0,swamp,arson,N/A,dusk,potions
3694,2020-05-18,Ghost,63.0,village,vandalism,knife,dawn,potions
6477,2023-08-10,Skeleton,71.0,castle,nightly disturbance,pistol,night,bones
9256,2024-01-30,Witch,87.0,swamp,kidnapping,N/A,dusk,potions
4921,2020-09-02,Ghost,23.0,castle,theft,knife,night,cloak
4447,2023-01-14,Zombie,4.0,forest,murder,N/A,night,blood
9006,2021-09-12,Zombie,91.0,village,kidnapping,axe,dawn,blood
5604,2024-10-03,Skeleton,84.0,mountain,assault,knife,dusk,bones
5351,2022-02-23,Zombie,53.0,swamp,kidnapping,N/A,night,blood
2454,2022-04-12,Witch,21.0,swamp,arson,n/A,dusk,bones
6813,2020-04-21,Werewolf,37.0,forest,assault,knife,night,teeth
1834,2020-08-21,Ghost,33.0,castle,arson,N/A,dusk,cloak
6892,2022-04-10,Skeleton,32.0,mountain,ARSON,axe,day,cloak
9722,2023-02-07,Witch,70.0,village,Kidnapping,pistol,day,bones
2302,2023-08-19,Skeleton,80.0,castle,arson,knife,day,bones
1021,2022-04-08,Skeleton,68.0,mountain,nightly disturbance,brute force,night,Bones
1593,2022-04-21,Zombie,43.0,forest,kidnapping,knife,night,potions
7335,2022-08-07,Werewolf,14.0,forest,assault,N/A,dusk,fur
1079,2022-07-26,Ghost,9.0,castle,vandalism,pistol,night,potions
2014,2023-03-30,Ghost,76.0,village,nightly disturbance,N/A,night,potions
4011,2022-08-04,Skeleton,75.0,castle,arson,knife,dusk,bones
9164,2023-09-06,Vampire,17.0,Village,assault,N/A,dusk,cloak
5939,2020-07-21,Skeleton,94.0,castle,arson,axe,day,cloak
8517,2021-12-29,Ghost,24.0,village,vandalism,axe,night,cloak
4588,2022-07-02,Werewolf,29.0,swamp,kidnapping,brute force,night,bones
9418,2021-07-14,Werewolf,77.0,village,assault,N/A,dusk,teeth
7264,2022-07-14,Vampire,63.0,MOUNTAIN,nightly disturbance,pistol,night,blood
3906,2023-09-10,Witch,15.0,mountain,arson,N/A,night,potions
9510,2020-11-13,Witch,21.0,swamp,arson,knife,dusk,blood
6893,2021-05-18,Ghost,36.0,village,theft,N/A,dusk,Cloak
3080,2023-02-06,Skeleton,15.0,swamp,nightly disturbance,axe,night,bones
789,2023-03-02,Vampire,31.0,castle,theft,pistol,night,blood
6816,2024-01-09,Witch,19.0,swamp,kidnapping,N/A,day,potions
2705,2024-03-11,Werewolf,87.0,village,assault,axe,night,potions
1768,2020-09-10,Zombie,32.0,swamp,kidnapping,N/A,dawn,blood
6286,2021-08-07,Ghost,43.0,castle,vandalism,knife,dusk,potions
8023,2021-02-17,Vampire,45.0,castle,assault,pistol,night,cloak
2822,2022-09-23,Zombie,67.0,forest,murder,N/A,night,potions
6585,2021-05-23,Werewolf,20.0,swamp,assault,pistol,night,fur
5834,2022-10-28,Skeleton,62.0,mountain,assault,N/A,day,bones
6423,2021-03-21,Skeleton,58.0,castle,assault,axe,day,cloak
5026,2020-01-20,Skeleton,30.0,mountain,nightly disturbance,pistol,night,bones
7662,2022-07-24,Werewolf,35.0,forest,assault,N/A,night,blood
1103,2022-10-21,Ghost,29.0,mountain,vandalism,axe,night,cloak
6592,2021-04-04,Ghost,8.0,castle,vandalism,pistol,dusk,potions
9704,2020-01-22,Witch,3.0,mountain,kidnapping,knife,day,blood
4674,2023-09-13,Vampire,79.0,castle,nightly disturbance,knife,night,blood
2352,2021-09-28,Skeleton,39.0,castle,assault,N/A,dawn,cloak
6600,2021-08-20,Ghost,76.0,village,vandalism,axe,dusk,cloak
9061,2023-12-28,Skeleton,94.0,mountain,nightly disturbance,pistol,night,cloak
5104,2022-03-21,Vampire,90.0,castle,nightly disturbance,brute force,night,blood
2636,2022-04-17,Ghost,20.0,village,nightly disturbance,brute force,night,potions
9111,2024-09-29,Vampire,59.0,castle,murder,brute force,dusk,blood
2318,2021-07-26,Werewolf,29.0,mountain,assault,N/A,night,blood
1746,2020-08-11,Zombie,98.0,swamp,kidnapping,knife,dawn,teeth
618,2024-09-03,Vampire,73.0,castle,nightly disturbance,axe,night,blood
4713,2021-11-16,Skeleton,55.0,Castle,assault,axe,day,bones
8130,2024-07-07,Vampire,42.0,castle,assault,N/A,dusk,blood
5470,2021-04-21,Skeleton,66.0,swamp,nightly disturbance,brute force,night,bones
348,2020-11-08,Skeleton,6.0,mountain,vandalism,brute force,day,cloak
4730,2022-01-22,Werewolf,75.0,forest,vandalism,knife,dusk,teeth
8874,2019-11-12,Werewolf,90.0,forest,assault,axe,dusk,teeth
3789,2022-12-02,Witch,8.0,swamp,arson,axe,dusk,fur
8540,2021-09-12,Vampire,60.0,castle,assault,N/A,dusk,cloak
9399,2020-08-25,Vampire,62.0,castle,assault,pistol,night,cloak
6059,2023-03-23,Zombie,4.0,mountain,kidnapping,axe,day,blood
3250,2024-01-25,Vampire,81.0,castle,nightly disturbance,pistol,night,blood
98,2021-10-26,Ghost,76.0,village,nightly disturbance,brute force,night,potions
7460,2022-12-08,Skeleton,88.0,mountain,assault,brute force,day,cloak
7741,2023-04-17,Witch,5.0,forest,kidnapping,pistol,dusk,bones
5227,2019-12-09,Zombie,76.0,swamp,kidnapping,knife,dusk,blood
7350,2023-09-29,Ghost,81.0,village,vandalism,knife,night,potions
6227,2022-09-27,Ghost,98.0,forest,vandalism,knife,night,cloak
1553,2020-02-21,Zombie,95.0,swamp,kidnapping,pistol,dusk,potions
3625,2020-07-30,Werewolf,48.0,forest,assault,N/A,night,blood
9537,2020-08-15,Zombie,55.0,swamp,kidnapping,pistol,day,blood
7056,2021-02-12,Ghost,13.0,castle,vandalism,N/A,night,potions
3685,2023-06-19,Ghost,62.0,castle,arson,N/A,night,potions
2687,2022-02-07,Skeleton,33.0,mountain,nightly disturbance,knife,night,bones
9924,2023-05-17,Vampire,10.0,castle,theft,axe,night,blood
1533,2023-08-31,Vampire,2.0,castle,theft,axe,night,blood
5110,2021-05-25,Witch,38.0,swamp,arson,N/A,day,teeth
9442,2024-08-27,Werewolf,53.0,mountain,assault,N/A,dawn,blood
4671,2023-03-27,Vampire,36.0,village,assault,knife,night,blood
4315,2022-03-14,Witch,4.0,village,kidnapping,N/A,dawn,cloak
3706,2022-12-25,Ghost,77.0,castle,nightly disturbance,N/A,night,cloak
6632,2021-01-25,Vampire,30.0,castle,assault,axe,night,teeth
5860,2023-08-22,Skeleton,42.0,castle,vandalism,N/A,dusk,cloak
2114,2021-02-12,Skeleton,87.0,castle,arson,knife,day,cloak
7168,2024-09-30,Ghost,24.0,village,arson,N/A,dusk,potions
6233,2022-04-03,Skeleton,99.0,mountain,vandalism,N/A,dusk,cloak
580,2020-10-31,Skeleton,36.0,mountain,arson,brute force,night,bones
9655,2024-02-23,Vampire,26.0,mountain,nightly disturbance,axe,night,teeth
4735,2022-08-21,Ghost,17.0,castle,nightly disturbance,axe,night,potions
9165,2024-07-31,Werewolf,42.0,forest,nightly disturbance,brute force,night,teeth
3094,2023-01-26,Ghost,63.0,village,nightly disturbance,knife,NIGHT,potions
9385,2023-06-11,Skeleton,53.0,castle,vandalism,N/A,night,bones
6536,2023-07-21,Witch,28.0,mountain,arson,axe,dawn,cloak
7231,2020-06-27,Ghost,49.0,castle,nightly disturbance,n/A,night,cloak
6700,2021-01-08,Skeleton,14.0,forest,assault,knife,dusk,bones
8578,2024-09-20,Skeleton,76.0,forest,arson,brute force,day,bones
8002,2020-04-30,Ghost,99.0,village,nightly disturbance,N/A,night,cloak
7417,2022-12-26,Witch,49.0,swamp,arson,brute force,day,cloak
6368,2024-06-13,Witch,41.0,swamp,kidnapping,brute force,night,potions
7977,2020-06-17,Skeleton,48.0,castle,arson,knife,night,bones
9534,2022-07-12,Werewolf,8.0,forest,assault,axe,night,fur
8269,2021-05-17,Ghost,33.0,Village,vandalism,N/A,dusk,cloak
4525,2021-08-21,Witch,81.0,village,arson,brute force,day,bones
4995,2024-03-14,Vampire,97.0,castle,assault,N/A,night,teeth
6036,2020-06-23,Witch,34.0,village,kidnapping,N/A,dusk,cloak
375,2022-01-28,Werewolf,62.0,mountain,nightly disturbance,N/A,night,blood
1960,2024-05-18,Skeleton,93.0,swamp,nightly disturbance,pistol,night,bones
2380,2020-09-09,Witch,22.0,village,arson,knife,dusk,potions
7198,2024-02-20,Witch,40.0,mountain,kidnapping,brute force,dawn,teeth
1772,2020-05-19,Vampire,76.0,village,assault,knife,night,blood
3707,2024-09-02,Werewolf,71.0,village,assault,brute force,dusk,bones
7369,2023-02-11,Zombie,20.0,swamp,assault,brute force,dusk,potions
3689,2021-11-04,Werewolf,61.0,swamp,Vandalism,knife,night,fur
5253,2024-08-26,Vampire,14.0,village,assault,pistol,night,blood
7986,2023-02-08,Zombie,14.0,forest,murder,knife,night,potions
2389,2023-11-14,Skeleton,4.0,castle,assault,knife,day,bones
4303,2020-06-25,Witch,22.0,village,arson,N/A,night,potions
5489,2021-02-06,Werewolf,15.0,forest,kidnapping,N/A,night,fur
6349,2020-01-31,Zombie,20.0,village,murder,axe,dusk,bones
5038,2020-02-07,Vampire,70.0,castle,nightly disturbance,axe,night,blood
7674,2024-09-11,Zombie,60.0,swamp,murder,Axe,day,teeth
9557,2023-07-30,Witch,93.0,village,arson,pistol,dawn,potions
3776,2022-05-20,Witch,35.0,swamp,kidnapping,N/A,night,bones
7593,2020-12-04,Skeleton,13.0,castle,arson,axe,dusk,bones
8646,2024-02-07,Witch,41.0,village,arson,axe,dawn,cloak
9016,2021-05-28,Witch,93.0,swamp,arson,axe,day,bones
10091,2020-11-01,Skeleton,12.0,mountain,arson,N/A,day,cloak
5650,2024-09-09,Werewolf,58.0,forest,assault,brute force,night,blood
1185,2020-08-30,Werewolf,56.0,mountain,assault,brute force,dusk,fur
7443,2022-02-20,Werewolf,56.0,village,assault,N/A,night,bones
8014,2021-10-27,Skeleton,25.0,mountain,nightly disturbance,knife,night,bones
8166,2024-06-11,Werewolf,39.0,forest,assault,knife,night,fur
1437,2019-11-04,Werewolf,88.0,mountain,assault,pistol,dusk,fur
6851,2020-05-18,Vampire,93.0,castle,nightly disturbance,knife,night,blood
9538,2023-12-03,Skeleton,7.0,forest,vandalism,pistol,day,bones
8220,2022-04-24,Skeleton,76.0,castle,arson,pistol,day,bones
9443,2021-05-29,Werewolf,16.0,forest,assault,axe,night,bones
8095,2022-11-06,Witch,41.0,village,kidnapping,N/A,dusk,blood
6405,2020-10-19,Witch,56.0,village,kidnapping,N/A,dawn,bones
9744,2024-06-28,Ghost,35.0,castle,theft,knife,dusk,cloak
883,2022-01-03,Witch,6.0,forest,kidnapping,N/A,night,cloak
2325,2023-10-20,Skeleton,73.0,castle,nightly disturbance,N/A,night,bones
2673,2022-05-02,Witch,36.0,forest,arson,brute force,day,cloak
7604,2020-07-31,Werewolf,54.0,forest,Assault,N/A,night,fur
1738,2023-05-23,Ghost,58.0,village,vandalism,N/A,night,cloak
5401,2020-09-15,Witch,55.0,forest,arson,N/A,day,potions
5992,2023-09-05,Ghost,18.0,castle,nightly disturbance,knife,night,cloak
849,2022-03-08,Zombie,74.0,swamp,assault,knife,dusk,fur
10035,2021-05-12,Ghost,50.0,castle,nightly disturbance,knife,night,cloak
589,2024-05-16,Witch,86.0,village,arson,brute force,day,cloak
208,2024-02-06,Skeleton,84.0,castle,vandalism,brute force,night,bones
1658,2021-07-23,Zombie,32.0,swamp,vandalism,knife,dawn,potions
2037,2023-05-18,Zombie,72.0,swamp,kidnapping,knife,night,teeth
3288,2021-06-03,Skeleton,33.0,castle,nightly disturbance,pistol,night,bones
7613,2021-07-05,Vampire,13.0,forest,nightly disturbance,brute force,night,blood
914,2022-05-18,Werewolf,62.0,mountain,assault,knife,dusk,fur
639,2023-03-04,Werewolf,40.0,mountain,assault,knife,night,teeth
8507,2024-08-09,Witch,89.0,forest,kidnapping,pistol,day,potions
7900,2020-09-02,Skeleton,69.0,mountain,arson,axe,day,cloak
1996,2021-11-20,Ghost,34.0,village,nightly disturbance,knife,night,cloak
165,2024-01-24,Vampire,51.0,castle,assault,N/A,night,cloak
5045,2022-02-04,Skeleton,43.0,mountain,arson,knife,day,bones
1257,2022-11-18,Zombie,73.0,swamp,kidnapping,N/A,night,fur
9545,2022-06-08,Zombie,96.0,mountain,murder,pistol,dusk,potions
7841,2023-12-17,Ghost,85.0,castle,vandalism,knife,dawn,potions
4760,2024-02-09,Zombie,6.0,swamp,vandalism,knife,day,teeth
884,2021-09-17,Witch,2.0,swamp,kidnapping,N/A,day,bones
1446,2024-09-05,Witch,31.0,swamp,arson,N/A,dawn,cloak
8827,2024-08-30,Ghost,39.0,castle,nightly disturbance,pistol,night,potions
6938,2022-02-05,Witch,41.0,village,arson,N/A,day,potions
4690,2020-02-18,Vampire,13.0,castle,assault,N/A,night,blood
5129,2021-12-22,Werewolf,55.0,mountain,assault,N/A,dusk,teeth
5843,2020-10-12,Vampire,77.0,village,assault,brute force,night,blood
9230,2022-06-20,Witch,65.0,village,arson,N/A,dusk,bones
7691,2021-08-08,Skeleton,37.0,mountain,vandalism,knife,dusk,cloak
8116,2020-01-27,Witch,91.0,swamp,kidnapping,N/A,dusk,cloak
8032,2022-04-15,Werewolf,48.0,swamp,assault,N/A,night,teeth
9532,2020-06-17,Skeleton,57.0,mountain,arson,N/A,dusk,bones
2888,2023-06-24,Witch,26.0,forest,theft,axe,dusk,potions
1882,2023-06-08,Witch,6.0,village,arson,N/A,dawn,cloak
2689,2022-09-14,Zombie,25.0,village,kidnapping,N/A,day,blood
3419,2021-08-31,Zombie,28.0,forest,murder,N/A,dusk,potions
9661,2023-05-27,Werewolf,7.0,village,assault,brute force,night,blood
9874,2024-03-25,Zombie,95.0,village,murder,axe,night,blood
8170,2020-01-21,Ghost,73.0,mountain,arson,N/A,dusk,cloak
8432,2023-04-28,witch,62.0,village,kidnapping,knife,dusk,cloak
7535,2020-10-21,Zombie,52.0,swamp,kidnapping,N/A,dawn,blood
6956,2023-02-18,Zombie,29.0,mountain,kidnapping,axe,night,bones
4780,2020-02-19,Zombie,24.0,forest,murder,axe,night,blood
3366,2023-10-09,Zombie,42.0,village,murder,N/A,day,teeth
9097,2020-06-25,Skeleton,35.0,mountain,assault,N/A,day,cloak
8723,2024-09-26,Zombie,84.0,forest,murder,knife,night,fur
6470,2022-12-24,Werewolf,62.0,mountain,vandalism,knife,night,blood
8431,2022-04-22,Ghost,94.0,forest,vandalism,N/A,dusk,potions
9559,2023-08-30,Zombie,57.0,swamp,murder,knife,dusk,teeth
7131,2023-02-04,Zombie,50.0,village,kidnapping,brute force,night,bones
2120,2021-10-24,Skeleton,16.0,mountain,arson,knife,dawn,bones
2026,2021-10-17,Skeleton,90.0,mountain,nightly disturbance,N/A,night,bones
8894,2020-01-04,Vampire,80.0,village,assault,pistol,night,cloak
9830,2022-03-31,Skeleton,69.0,castle,assault,knife,dawn,bones
4723,2020-03-16,Werewolf,99.0,forest,vandalism,knife,Night,fur
5065,2020-12-08,Ghost,77.0,castle,theft,brute force,dusk,cloak
7542,2023-09-10,Zombie,58.0,swamp,murder,N/A,night,teeth
554,2024-08-26,Werewolf,39.0,mountain,kidnapping,brute force,day,fur
1464,2021-12-22,Zombie,25.0,swamp,murder,pistol,night,teeth
4027,2022-08-10,Vampire,40.0,castle,theft,pistol,night,cloak
6970,2021-03-02,Witch,29.0,village,kidnapping,knife,day,cloak
2638,2021-09-23,Witch,25.0,mountain,arson,brute force,dusk,cloak
1922,2023-06-24,Zombie,11.0,swamp,assault,knife,night,teeth
3960,2021-08-08,Vampire,21.0,castle,nightly disturbance,knife,night,teeth
2788,2024-04-04,Skeleton,11.0,castle,Vandalism,brute force,night,bones
6186,2023-08-19,Ghost,76.0,village,vandalism,knife,night,cloak
6463,2023-09-20,Werewolf,1.0,village,assault,brute force,night,fur
1906,2023-10-27,Ghost,44.0,castle,arson,pistol,night,potions
9921,2022-07-22,Vampire,33.0,castle,theft,N/A,night,teeth
5798,2020-09-01,Vampire,63.0,castle,nightly disturbance,knife,night,blood
8755,2021-06-06,Zombie,77.0,swamp,vandalism,N/A,day,teeth
5950,2022-10-27,Zombie,2.0,mountain,kidnapping,knife,dusk,potions
2121,2020-03-25,Skeleton,61.0,mountain,nightly disturbance,pistol,night,bones
9381,2024-06-04,Witch,28.0,swamp,arson,N/A,dusk,bones
5752,2021-05-15,Vampire,40.0,castle,assault,axe,dusk,teeth
507,2023-09-06,Zombie,66.0,swamp,kidnapping,N/A,dusk,potions
5683,2021-05-13,Vampire,12.0,village,assault,axe,night,cloak
845,2022-02-27,Witch,3.0,mountain,arson,N/A,day,cloak
3507,2023-11-10,Zombie,65.0,swamp,kidnapping,pistol,day,potions
4744,2022-11-04,Ghost,10.0,castle,vandalism,knife,night,cloak
6344,2022-11-24,Witch,92.0,village,arson,knife,night,bones
8973,2021-10-23,Vampire,37.0,castle,murder,axe,night,teeth
2197,2020-10-26,Vampire,19.0,castle,nightly disturbance,brute force,night,blood
9323,2020-03-23,Werewolf,50.0,swamp,assault,brute force,night,blood
5738,2020-07-26,Werewolf,9.0,mountain,assault,pistol,dusk,bones
9276,2023-10-23,Skeleton,76.0,mountain,vandalism,pistol,day,bones
404,2021-08-02,Skeleton,40.0,castle,nightly disturbance,knife,night,cloak
2033,2022-01-27,Ghost,53.0,village,vandalism,N/A,dawn,cloak
5216,2022-08-03,Zombie,55.0,swamp,assault,knife,day,potions
5931,2023-01-22,Vampire,67.0,castle,theft,pistol,night,blood
9890,2021-07-11,Vampire,38.0,castle,assault,knife,night,blood
1298,2023-08-10,Zombie,99.0,swamp,vandalism,pistol,night,bones
8476,2022-07-15,Zombie,57.0,village,assault,N/A,night,potions
2476,2023-11-01,Ghost,37.0,village,vandalism,knife,night,cloak
4299,2021-08-01,Werewolf,31.0,swamp,nightly disturbance,axe,night,fur
1856,2020-07-15,Ghost,12.0,village,theft,brute force,night,cloak
9693,2024-09-15,Skeleton,82.0,mountain,vandalism,pistol,day,bones
1029,2022-11-05,Vampire,38.0,castle,theft,pistol,dawn,cloak
5115,2023-04-09,Ghost,19.0,castle,vandalism,knife,night,potions
1341,2024-05-22,Skeleton,32.0,mountain,nightly disturbance,brute force,night,bones
8841,2022-04-30,Ghost,29.0,village,arson,brute force,dusk,potions
483,2022-10-17,Ghost,5.0,castle,vandalism,knife,dusk,cloak
2841,2020-09-07,Witch,89.0,swamp,kidnapping,brute force,dusk,potions
8720,2022-11-01,Werewolf,91.0,swamp,vandalism,axe,night,teeth
1668,2021-08-29,Ghost,21.0,castle,vandalism,knife,dusk,cloak
9708,2021-10-23,Werewolf,69.0,forest,assault,knife,night,potions
