importtIndex_Monster,Monster,Criminal record,Age,Gender,Height in cm,Speed Level,Strength Level,Allergy,Favorite Food,Age Bin
3850,ghost,no,1224.0,m,150.0,0.45,0.1,garlic,lasagna,old
4714,witch,no,646.0,m,184.0,0.25,0.8,garlic,brain,middle age
1897,skeleton,no,966.0,m,161.0,0.46,0.8,silver,humans,middle age
4378,zombie,yes,31.0,f,198.0,0.16,0.8,cat hair,lasagna,baby
6877,witch,yes,121.0,f,154.0,0.26,0.7,hazelnut,humans,teen
4156,skeleton,no,599.0,m,159.0,0.2,0.6,silver,brain,middle age
6512,vampire,no,427.0,f,199.0,0.49,0.8,garlic,pesto pasta,adult
7055,ghost,yes,2270.0,m,172.0,0.29,1.0,pumpkin,pesto pasta,old
5674,zombie,yes,28.0,f,187.0,0.1,0.5,cat hair,lasagna,baby
713,skeleton,no,1115.0,m,180.0,0.26,0.4,silver,pesto pasta,middle age
6562,ghost,yes,2361.0,f,170.0,0.58,0.8,sunlight,lasagna,old
1927,vampire,no,316.0,m,194.0,0.52,0.6,garlic,lasagna,young adult
398,werewolf,no,107.0,m,159.0,0.95,0.6,silver,lasagna,teen
4738,vampire,no,527.0,f,152.0,0.32,0.1,silver,humans,adult
9077,skeleton,yes,1120.0,m,189.0,0.37,1.0,silver,rats,middle age
4238,witch,no,328.0,m,165.0,0.21,0.8,hazelnut,brain,young adult
7980,vampire,yes,695.0,f,150.0,0.35,0.6,garlic,humans,middle age
9060,ghost,no,995.0,m,151.0,0.35,0.2,pumpkin,lasagna,middle age
5021,witch,no,665.0,m,181.0,0.18,0.2,hazelnut,rats,middle age
5070,werewolf,no,128.0,f,186.0,1.0,0.8,hazelnut,pesto pasta,teen
9948,vampire,no,575.0,m,194.0,0.45,0.6,silver,rats,adult
8149,werewolf,yes,46.0,f,162.0,0.75,0.7,silver,humans,baby
2835,ghost,yes,1338.0,m,175.0,0.34,0.9,pumpkin,pesto pasta,old
5410,skeleton,yes,322.0,m,174.0,0.59,0.8,garlic,pesto pasta,young adult
7663,werewolf,no,113.0,m,156.0,0.42,0.7,cat hair,lasagna,teen
6273,ghost,yes,1377.0,m,175.0,0.27,0.1,sunlight,lasagna,old
3604,vampire,no,523.0,f,193.0,0.37,0.7,silver,rats,adult
5491,ghost,no,1177.0,m,199.0,0.86,0.8,cat hair,brain,old
1126,werewolf,no,124.0,m,163.0,0.76,0.6,silver,humans,teen
9394,witch,no,607.0,m,197.0,0.16,0.4,hazelnut,rats,middle age
8913,vampire,no,664.0,f,161.0,0.18,0.9,sunlight,brain,middle age
1188,werewolf,yes,76.0,f,153.0,0.62,0.6,cat hair,lasagna,baby
8460,vampire,yes,202.0,m,193.0,0.38,0.2,garlic,lasagna,young adult
3029,werewolf,yes,132.0,m,198.0,1.0,0.6,sunlight,humans,teen
1788,zombie,no,149.0,f,188.0,0.07,0.5,cat hair,rats,young adult
3015,zombie,yes,95.0,f,173.0,0.14,0.5,garlic,brain,teen
5409,witch,no,307.0,m,186.0,0.15,0.5,hazelnut,rats,young adult
124,ghost,no,3591.0,f,152.0,0.49,0.9,sunlight,pesto pasta,old
9369,zombie,yes,22.0,f,193.0,0.13,0.7,garlic,pesto pasta,baby
5317,zombie,yes,86.0,m,189.0,0.21,0.7,cat hair,pesto pasta,teen
5623,vampire,no,603.0,m,195.0,0.6,0.1,sunlight,pesto pasta,middle age
8020,witch,no,95.0,m,166.0,0.23,0.2,hazelnut,rats,teen
5188,zombie,yes,81.0,m,160.0,0.06,0.5,sunlight,humans,teen
3611,werewolf,no,53.0,m,153.0,0.93,0.7,hazelnut,brain,baby
2995,werewolf,no,114.0,f,190.0,0.67,0.5,sunlight,lasagna,teen
3943,vampire,yes,488.0,f,163.0,0.46,0.6,sunlight,brain,adult
8549,vampire,yes,626.0,f,173.0,0.58,0.6,silver,brain,middle age
3247,werewolf,no,125.0,f,191.0,0.58,0.7,cat hair,brain,teen
601,vampire,no,496.0,f,156.0,0.19,0.7,sunlight,rats,adult
8794,werewolf,yes,122.0,m,180.0,0.57,0.6,silver,brain,teen
8021,ghost,yes,1425.0,f,187.0,0.36,0.6,pumpkin,pesto pasta,old
9176,ghost,no,2073.0,m,167.0,0.53,1.0,cat hair,humans,old
9888,skeleton,no,825.0,m,184.0,0.24,0.3,silver,rats,middle age
878,ghost,no,1362.0,m,166.0,0.13,0.5,pumpkin,pesto pasta,old
1024,vampire,no,465.0,m,197.0,0.38,0.7,sunlight,lasagna,adult
2708,ghost,yes,2777.0,m,169.0,0.55,0.2,sunlight,rats,old
1259,skeleton,yes,975.0,m,180.0,0.47,0.1,silver,pesto pasta,middle age
6531,skeleton,yes,488.0,f,161.0,0.34,0.4,garlic,brain,adult
7462,ghost,yes,1122.0,f,161.0,0.64,0.1,sunlight,humans,middle age
2526,werewolf,yes,72.0,f,184.0,0.57,0.7,cat hair,brain,baby
8712,ghost,no,1035.0,m,171.0,0.51,0.1,sunlight,brain,middle age
8805,werewolf,no,1.0,m,194.0,0.86,0.6,silver,brain,baby
1415,vampire,no,827.0,f,198.0,0.44,0.3,sunlight,brain,middle age
10094,zombie,no,151.0,f,197.0,0.24,0.2,cat hair,lasagna,young adult
370,skeleton,yes,1051.0,f,183.0,0.09,0.7,silver,lasagna,middle age
476,ghost,yes,1.0,f,163.0,0.52,0.1,sunlight,humans,baby
6590,skeleton,no,134.0,m,183.0,0.4,0.3,silver,pesto pasta,teen
5247,vampire,yes,315.0,f,198.0,0.39,0.2,silver,rats,young adult
547,ghost,no,1826.0,m,162.0,0.29,0.1,silver,brain,old
6618,vampire,no,66.0,m,167.0,0.23,0.6,sunlight,brain,baby
6328,witch,no,124.0,f,190.0,0.23,0.2,hazelnut,rats,teen
5083,zombie,no,102.0,m,197.0,0.12,0.2,sunlight,humans,teen
12,witch,no,570.0,f,195.0,0.15,0.1,hazelnut,brain,adult
3378,zombie,no,61.0,f,161.0,0.06,0.4,pumpkin,humans,baby
2860,witch,no,471.0,f,161.0,0.2,0.7,hazelnut,brain,adult
8540,vampire,yes,238.0,f,186.0,0.46,0.1,garlic,pesto pasta,young adult
7898,ghost,no,1527.0,m,179.0,0.55,0.8,garlic,pesto pasta,old
4328,witch,yes,540.0,f,173.0,0.23,0.4,hazelnut,humans,adult
9041,witch,yes,151.0,m,166.0,0.21,0.2,hazelnut,pesto pasta,young adult
1085,ghost,no,1332.0,f,174.0,0.39,0.2,sunlight,humans,old
548,witch,no,646.0,m,176.0,0.13,0.8,hazelnut,brain,middle age
8930,ghost,no,3001.0,f,184.0,0.68,0.6,sunlight,rats,old
5001,skeleton,yes,1.0,m,184.0,0.23,0.1,silver,pesto pasta,baby
37,zombie,no,49.0,m,158.0,0.14,0.4,cat hair,pesto pasta,baby
3819,ghost,no,2707.0,m,167.0,0.31,1.0,garlic,pesto pasta,old
1082,skeleton,no,799.0,f,180.0,0.3,1.0,garlic,lasagna,middle age
4417,zombie,no,65.0,f,179.0,0.16,0.3,cat hair,rats,baby
4371,skeleton,yes,126.0,f,183.0,0.23,0.6,silver,rats,teen
2024,zombie,no,140.0,f,162.0,0.04,0.4,pumpkin,lasagna,teen
5344,ghost,no,2958.0,m,159.0,0.36,0.8,pumpkin,lasagna,old
1859,vampire,no,721.0,m,180.0,0.28,0.6,sunlight,rats,middle age
8891,vampire,yes,537.0,m,156.0,0.33,0.3,silver,brain,adult
4648,witch,no,604.0,f,175.0,0.17,0.2,hazelnut,humans,middle age
9969,werewolf,yes,158.0,m,190.0,0.76,0.7,silver,brain,young adult
3624,vampire,yes,264.0,f,183.0,0.33,0.5,silver,brain,young adult
7406,werewolf,yes,62.0,f,167.0,0.58,0.7,silver,pesto pasta,baby
5108,witch,yes,46.0,f,191.0,0.18,0.3,hazelnut,rats,baby
9482,witch,yes,592.0,f,152.0,0.18,0.2,pumpkin,lasagna,adult
1310,vampire,yes,615.0,m,164.0,0.44,0.7,silver,humans,middle age
2412,witch,no,493.0,f,188.0,0.23,0.2,pumpkin,rats,adult
6719,zombie,no,83.0,f,181.0,0.22,0.1,cat hair,humans,teen
3228,werewolf,no,82.0,m,198.0,0.58,0.9,garlic,rats,teen
7373,ghost,yes,1452.0,m,169.0,0.86,1.0,silver,humans,old
9627,skeleton,no,1684.0,m,158.0,0.15,0.2,silver,pesto pasta,old
2244,zombie,no,69.0,f,177.0,0.18,0.2,sunlight,lasagna,baby
28,vampire,yes,358.0,f,196.0,0.46,0.5,sunlight,brain,young adult
1295,witch,yes,311.0,f,165.0,0.12,0.4,hazelnut,pesto pasta,young adult
6740,zombie,no,50.0,f,164.0,0.1,0.4,sunlight,pesto pasta,baby
3373,ghost,yes,3194.0,f,153.0,0.15,0.6,cat hair,brain,old
1774,skeleton,yes,1823.0,m,195.0,0.22,0.4,silver,lasagna,old
8057,skeleton,yes,1430.0,f,198.0,0.35,0.2,silver,rats,old
2283,ghost,yes,927.0,m,199.0,0.28,0.3,garlic,lasagna,middle age
1228,zombie,yes,1.0,f,163.0,0.14,0.9,garlic,rats,baby
2813,zombie,no,53.0,m,150.0,0.18,0.9,pumpkin,humans,baby
8616,ghost,no,427.0,m,163.0,0.61,0.9,pumpkin,brain,adult
268,werewolf,yes,42.0,f,167.0,0.62,0.7,cat hair,rats,baby
2872,skeleton,no,173.0,m,194.0,0.01,0.2,garlic,rats,young adult
6119,witch,no,367.0,f,180.0,0.2,0.3,hazelnut,brain,young adult
9949,vampire,no,565.0,f,191.0,0.3,0.5,garlic,rats,adult
7304,werewolf,no,171.0,f,198.0,0.51,0.7,cat hair,humans,young adult
1362,werewolf,no,14.0,f,173.0,0.4,0.5,hazelnut,brain,baby
5250,werewolf,no,86.0,m,179.0,0.8,0.6,hazelnut,rats,teen
1789,skeleton,no,1738.0,m,158.0,0.3,0.5,cat hair,lasagna,old
10002,werewolf,yes,149.0,f,174.0,0.68,0.9,silver,pesto pasta,young adult
4527,vampire,yes,705.0,f,151.0,0.42,0.9,garlic,humans,middle age
6336,zombie,yes,134.0,m,156.0,0.18,0.4,garlic,pesto pasta,teen
5943,witch,yes,388.0,f,174.0,0.17,0.1,hazelnut,brain,adult
3263,vampire,yes,658.0,f,194.0,0.44,0.3,sunlight,humans,middle age
3849,vampire,yes,460.0,f,180.0,0.41,0.8,sunlight,humans,adult
5660,zombie,no,74.0,m,161.0,0.18,0.4,pumpkin,pesto pasta,baby
6434,werewolf,no,215.0,m,186.0,0.83,0.3,silver,pesto pasta,young adult
795,vampire,yes,656.0,m,193.0,0.39,0.5,silver,pesto pasta,middle age
2585,ghost,yes,1058.0,m,151.0,0.56,0.7,sunlight,humans,middle age
3185,ghost,yes,888.0,f,198.0,0.55,0.1,sunlight,brain,middle age
8824,witch,yes,484.0,f,188.0,0.19,0.4,hazelnut,rats,adult
1844,vampire,no,864.0,m,171.0,0.3,0.6,sunlight,pesto pasta,middle age
3615,skeleton,no,1.0,f,195.0,0.13,0.4,silver,rats,baby
8900,werewolf,no,34.0,m,161.0,0.73,0.8,cat hair,humans,baby
7449,zombie,no,29.0,m,195.0,0.08,0.3,cat hair,lasagna,baby
7444,ghost,no,1068.0,f,183.0,0.59,1.0,silver,pesto pasta,middle age
286,vampire,no,148.0,m,155.0,0.33,0.1,garlic,pesto pasta,young adult
4794,skeleton,yes,1328.0,f,159.0,0.06,0.5,silver,humans,old
3058,werewolf,no,95.0,m,196.0,0.62,0.8,silver,humans,teen
9989,witch,yes,472.0,m,178.0,0.19,0.3,hazelnut,pesto pasta,adult
1137,ghost,yes,1.0,m,189.0,0.29,0.8,garlic,brain,baby
4895,zombie,no,129.0,f,168.0,0.09,0.2,pumpkin,humans,teen
3880,vampire,no,328.0,f,158.0,0.46,0.6,garlic,brain,young adult
5384,werewolf,yes,100.0,m,152.0,0.69,0.7,garlic,pesto pasta,teen
4801,werewolf,no,140.0,f,167.0,0.72,0.6,sunlight,pesto pasta,teen
8269,ghost,no,610.0,m,193.0,0.66,0.1,pumpkin,humans,middle age
9789,werewolf,no,86.0,m,182.0,0.42,0.8,hazelnut,pesto pasta,teen
7505,zombie,yes,12.0,f,193.0,0.04,0.4,sunlight,rats,baby
7463,werewolf,yes,96.0,m,153.0,0.97,0.2,hazelnut,pesto pasta,teen
8525,werewolf,yes,75.0,m,160.0,0.99,0.8,garlic,brain,baby
6769,ghost,yes,1575.0,f,159.0,0.39,1.0,pumpkin,pesto pasta,old
9340,witch,no,503.0,m,186.0,0.16,0.7,pumpkin,lasagna,adult
4434,werewolf,no,85.0,m,199.0,0.69,0.6,hazelnut,pesto pasta,teen
908,ghost,yes,1384.0,f,186.0,0.2,0.2,pumpkin,brain,old
4554,witch,yes,506.0,m,163.0,0.16,0.8,hazelnut,pesto pasta,adult
1340,skeleton,no,701.0,m,183.0,0.26,0.7,silver,lasagna,middle age
4183,vampire,no,539.0,m,187.0,0.39,0.7,garlic,pesto pasta,adult
7032,witch,no,467.0,f,153.0,0.23,0.5,hazelnut,brain,adult
4850,ghost,no,1159.0,m,181.0,0.5,0.4,hazelnut,rats,middle age
1952,werewolf,yes,83.0,f,198.0,0.91,0.6,silver,pesto pasta,teen
4184,werewolf,no,44.0,m,159.0,0.54,0.6,hazelnut,pesto pasta,baby
1359,ghost,yes,2138.0,f,158.0,0.55,0.1,garlic,brain,old
311,witch,yes,653.0,m,194.0,0.08,0.3,hazelnut,brain,middle age
1091,witch,no,378.0,f,160.0,0.23,0.6,pumpkin,rats,young adult
2045,werewolf,yes,83.0,m,187.0,0.85,0.4,silver,humans,teen
1298,zombie,no,98.0,m,198.0,0.11,0.8,sunlight,brain,teen
9520,vampire,yes,344.0,f,159.0,0.44,0.7,garlic,rats,young adult
10087,witch,no,590.0,f,181.0,0.2,0.1,hazelnut,rats,adult
3751,ghost,no,480.0,m,159.0,0.48,1.0,silver,pesto pasta,adult
4690,vampire,yes,689.0,m,186.0,0.44,0.7,garlic,humans,middle age
1383,witch,no,269.0,f,152.0,0.18,0.5,hazelnut,rats,young adult
7990,zombie,no,32.0,m,157.0,0.15,0.2,sunlight,pesto pasta,baby
6524,skeleton,yes,949.0,m,198.0,0.38,0.2,silver,rats,middle age
4810,witch,no,391.0,f,187.0,0.21,0.3,hazelnut,rats,adult
3383,skeleton,no,1121.0,m,165.0,0.25,1.0,silver,pesto pasta,middle age
7168,ghost,no,476.0,f,173.0,0.5,0.8,sunlight,pesto pasta,adult
976,witch,no,224.0,f,150.0,0.19,0.6,pumpkin,pesto pasta,young adult
2413,skeleton,no,669.0,f,164.0,0.17,0.1,hazelnut,rats,middle age
3848,ghost,no,1790.0,m,159.0,0.79,0.2,garlic,humans,old
5362,zombie,no,79.0,m,179.0,0.08,0.3,silver,rats,teen
2471,vampire,no,441.0,f,160.0,0.49,0.6,garlic,lasagna,adult
2871,skeleton,yes,1807.0,m,159.0,0.07,0.5,garlic,rats,old
9012,vampire,no,125.0,m,158.0,0.42,0.7,silver,lasagna,teen
8267,witch,no,181.0,f,159.0,0.13,0.3,hazelnut,lasagna,young adult
3401,ghost,no,1926.0,m,195.0,0.66,0.2,sunlight,lasagna,old
9895,skeleton,no,1.0,m,156.0,0.46,0.1,silver,lasagna,baby
2038,skeleton,no,830.0,f,167.0,0.11,0.2,silver,brain,middle age
1605,zombie,no,86.0,m,157.0,0.07,0.6,sunlight,brain,teen
4671,vampire,yes,775.0,m,152.0,0.13,0.8,sunlight,humans,middle age
8097,skeleton,yes,1124.0,f,185.0,0.25,0.2,hazelnut,humans,middle age
9044,witch,no,367.0,f,179.0,0.17,0.8,hazelnut,humans,young adult
9977,werewolf,yes,130.0,f,195.0,0.94,0.8,cat hair,rats,teen
7469,vampire,yes,446.0,m,150.0,0.44,0.7,garlic,humans,adult
6023,zombie,yes,90.0,m,158.0,0.13,1.0,silver,brain,teen
2723,ghost,yes,1223.0,m,172.0,0.85,0.3,sunlight,rats,old
3772,werewolf,yes,81.0,m,166.0,1.0,0.7,silver,humans,teen
3793,werewolf,no,103.0,f,167.0,0.85,0.4,silver,brain,teen
8592,vampire,yes,534.0,m,158.0,0.39,0.7,garlic,pesto pasta,adult
344,ghost,yes,1020.0,m,168.0,0.49,0.1,sunlight,pesto pasta,middle age
3403,ghost,no,498.0,m,167.0,0.3,0.2,sunlight,pesto pasta,adult
486,ghost,no,1088.0,f,165.0,0.86,0.1,hazelnut,lasagna,middle age
8800,skeleton,yes,1797.0,f,154.0,0.24,0.7,silver,rats,old
9753,skeleton,yes,1234.0,f,190.0,0.21,0.1,silver,pesto pasta,old
127,zombie,no,119.0,m,156.0,0.05,0.4,cat hair,pesto pasta,teen
1265,witch,no,473.0,m,175.0,0.24,0.4,garlic,humans,adult
1661,zombie,yes,185.0,m,173.0,0.18,0.8,pumpkin,lasagna,young adult
8218,vampire,yes,1037.0,f,150.0,0.35,0.8,garlic,rats,middle age
7871,werewolf,yes,71.0,f,196.0,0.49,0.1,silver,brain,baby
6338,werewolf,no,102.0,m,159.0,0.47,0.1,garlic,lasagna,teen
9796,werewolf,yes,91.0,m,180.0,0.54,0.7,silver,pesto pasta,teen
4514,skeleton,no,1.0,f,156.0,0.17,0.7,garlic,lasagna,baby
855,witch,yes,384.0,f,187.0,0.16,0.9,hazelnut,lasagna,adult
6997,vampire,yes,540.0,m,189.0,0.39,0.7,garlic,lasagna,adult
5097,werewolf,no,50.0,f,185.0,0.34,0.6,sunlight,brain,baby
641,skeleton,yes,984.0,f,182.0,0.07,0.4,hazelnut,humans,middle age
1233,vampire,yes,565.0,m,158.0,0.34,0.7,garlic,brain,adult
632,witch,no,304.0,f,168.0,0.16,0.4,garlic,humans,young adult
3441,ghost,no,2717.0,m,152.0,0.72,0.3,garlic,brain,old
7599,werewolf,no,62.0,m,164.0,0.82,0.8,cat hair,humans,baby
1842,witch,yes,81.0,f,156.0,0.15,0.2,hazelnut,brain,teen
1063,werewolf,no,175.0,f,161.0,0.75,0.9,silver,brain,young adult
5521,vampire,no,779.0,f,166.0,0.49,0.3,silver,pesto pasta,middle age
5111,zombie,no,98.0,f,183.0,0.23,0.3,sunlight,brain,teen
5450,zombie,no,79.0,m,161.0,0.15,0.8,garlic,humans,teen
4997,witch,no,558.0,f,153.0,0.18,0.2,hazelnut,humans,adult
6701,skeleton,yes,1334.0,m,178.0,0.3,0.8,silver,brain,old
9143,witch,no,264.0,f,162.0,0.16,0.3,pumpkin,humans,young adult
4553,zombie,yes,99.0,f,171.0,0.19,0.1,cat hair,lasagna,teen
7396,vampire,no,481.0,m,183.0,0.37,0.7,garlic,humans,adult
4667,skeleton,no,731.0,f,175.0,0.32,0.6,silver,pesto pasta,middle age
1674,zombie,yes,57.0,m,188.0,0.08,0.3,sunlight,rats,baby
9630,zombie,no,1.0,f,150.0,0.17,0.5,sunlight,rats,baby
2578,skeleton,yes,551.0,m,155.0,0.39,0.8,silver,brain,adult
2280,skeleton,no,1437.0,f,151.0,0.36,1.0,silver,humans,old
7650,werewolf,yes,146.0,f,150.0,0.94,0.7,silver,pesto pasta,young adult
10082,vampire,no,738.0,f,171.0,0.49,0.2,silver,lasagna,middle age
618,vampire,yes,246.0,m,171.0,0.57,0.7,silver,pesto pasta,young adult
2315,ghost,no,2544.0,m,170.0,0.53,0.7,sunlight,rats,old
3802,skeleton,yes,523.0,m,176.0,0.42,0.4,garlic,rats,adult
4282,skeleton,no,1493.0,m,173.0,0.26,0.3,silver,humans,old
8951,werewolf,yes,159.0,f,154.0,0.67,0.8,cat hair,humans,young adult
6981,witch,yes,244.0,m,183.0,0.15,0.7,hazelnut,rats,young adult
4216,skeleton,yes,1148.0,m,167.0,0.34,0.9,silver,rats,middle age
2025,vampire,no,518.0,f,191.0,0.38,0.7,sunlight,humans,adult
8321,werewolf,no,105.0,m,172.0,0.89,0.2,hazelnut,rats,teen
8675,skeleton,no,653.0,f,192.0,0.22,0.6,hazelnut,rats,middle age
753,skeleton,yes,2020.0,m,169.0,0.37,0.7,cat hair,humans,old
5882,zombie,yes,98.0,m,195.0,0.18,0.1,cat hair,rats,teen
3779,skeleton,yes,973.0,m,163.0,0.38,0.6,silver,brain,middle age
6711,vampire,no,253.0,f,159.0,0.35,0.3,silver,brain,young adult
2122,vampire,yes,884.0,m,172.0,0.36,0.2,garlic,brain,middle age
8981,skeleton,no,780.0,m,168.0,0.01,0.8,silver,lasagna,middle age
9493,vampire,no,491.0,m,178.0,0.44,0.7,silver,humans,adult
4038,werewolf,no,21.0,m,170.0,0.95,0.7,hazelnut,pesto pasta,baby
8656,skeleton,no,307.0,f,172.0,0.25,0.4,silver,humans,young adult
498,werewolf,no,140.0,f,174.0,0.55,0.9,silver,humans,teen
3967,skeleton,yes,652.0,f,191.0,0.16,0.1,silver,lasagna,middle age
3376,witch,no,596.0,m,173.0,0.25,0.2,hazelnut,brain,adult
779,ghost,yes,1196.0,m,154.0,0.99,1.0,pumpkin,lasagna,old
5290,skeleton,no,1.0,m,168.0,0.28,0.7,silver,humans,baby
622,skeleton,yes,1777.0,m,167.0,0.31,1.0,garlic,humans,old
4469,ghost,yes,1764.0,f,194.0,0.48,0.1,sunlight,humans,old
1756,witch,yes,718.0,m,169.0,0.18,0.5,pumpkin,humans,middle age
7831,ghost,no,1716.0,m,160.0,0.45,1.0,hazelnut,humans,old
4456,werewolf,no,157.0,f,163.0,0.62,0.8,silver,lasagna,young adult
6608,ghost,yes,1837.0,f,153.0,0.21,0.6,garlic,humans,old
4191,vampire,no,215.0,f,186.0,0.41,0.5,sunlight,humans,young adult
5848,werewolf,no,162.0,m,161.0,0.5,0.3,garlic,brain,young adult
7629,zombie,yes,155.0,f,165.0,0.1,0.6,sunlight,rats,young adult
1807,zombie,yes,44.0,f,189.0,0.23,0.5,silver,rats,baby
8640,zombie,no,95.0,f,190.0,0.06,0.5,cat hair,lasagna,teen
9718,werewolf,yes,96.0,m,198.0,0.54,0.7,silver,pesto pasta,teen
813,witch,no,507.0,m,187.0,0.16,0.6,hazelnut,humans,adult
4574,vampire,yes,532.0,m,152.0,0.62,0.1,garlic,pesto pasta,adult
3438,skeleton,no,1121.0,f,199.0,0.3,0.4,garlic,pesto pasta,middle age
4134,vampire,no,662.0,f,159.0,0.54,0.6,silver,pesto pasta,middle age
1750,ghost,no,1634.0,m,185.0,0.59,0.2,sunlight,humans,old
5515,ghost,no,1187.0,m,181.0,0.58,1.0,pumpkin,rats,old
2622,skeleton,yes,1366.0,m,177.0,0.41,0.2,silver,pesto pasta,old
4905,werewolf,yes,29.0,m,163.0,0.78,0.9,silver,rats,baby
1603,ghost,no,1527.0,f,161.0,0.66,0.7,garlic,pesto pasta,old
4663,vampire,yes,312.0,f,171.0,0.33,0.8,silver,pesto pasta,young adult
741,werewolf,no,185.0,f,180.0,0.48,0.1,silver,rats,young adult
6224,vampire,yes,1030.0,m,180.0,0.42,0.1,garlic,lasagna,middle age
64,zombie,no,69.0,f,199.0,0.19,0.5,cat hair,rats,baby
6913,werewolf,yes,150.0,f,173.0,0.67,0.7,silver,lasagna,young adult
936,ghost,no,1.0,m,182.0,0.49,0.6,cat hair,humans,baby
10064,werewolf,yes,140.0,f,193.0,0.76,0.2,silver,pesto pasta,teen
9017,werewolf,no,103.0,f,182.0,1.0,0.6,sunlight,rats,teen
5333,werewolf,yes,175.0,m,181.0,0.72,0.7,hazelnut,lasagna,young adult
1059,zombie,no,81.0,f,166.0,0.14,0.5,cat hair,lasagna,teen
2680,werewolf,no,132.0,m,179.0,0.62,0.5,hazelnut,rats,teen
4321,vampire,no,463.0,m,196.0,0.37,0.7,silver,humans,adult
5484,vampire,yes,577.0,m,165.0,0.51,0.8,silver,pesto pasta,adult
3815,witch,no,541.0,f,171.0,0.22,0.1,pumpkin,pesto pasta,adult
4,ghost,no,1354.0,m,158.0,0.74,0.3,sunlight,rats,old
4348,zombie,no,15.0,f,196.0,0.24,0.4,pumpkin,lasagna,baby
4747,zombie,no,189.0,m,157.0,0.24,0.5,cat hair,humans,young adult
5933,werewolf,yes,139.0,m,196.0,0.52,0.6,hazelnut,humans,teen
1472,skeleton,no,718.0,f,186.0,0.22,0.1,silver,lasagna,middle age
6809,zombie,no,7.0,m,185.0,0.14,0.5,cat hair,brain,baby
5846,skeleton,yes,747.0,m,172.0,0.59,0.7,garlic,rats,middle age
2402,werewolf,no,158.0,f,163.0,1.0,0.2,cat hair,brain,young adult
1219,zombie,yes,53.0,f,169.0,0.2,0.2,cat hair,rats,baby
1855,vampire,yes,600.0,f,175.0,0.41,0.1,silver,humans,middle age
8961,werewolf,no,85.0,f,160.0,0.69,0.8,cat hair,rats,teen
8620,werewolf,yes,116.0,f,163.0,0.87,0.7,silver,pesto pasta,teen
254,witch,no,381.0,m,173.0,0.24,0.9,pumpkin,humans,adult
4931,ghost,yes,2230.0,m,194.0,0.72,0.3,silver,brain,old
5614,werewolf,no,76.0,f,197.0,0.63,0.6,cat hair,humans,baby
4189,witch,yes,262.0,m,158.0,0.23,0.2,hazelnut,lasagna,young adult
6625,skeleton,yes,612.0,f,153.0,0.4,0.7,cat hair,pesto pasta,middle age
1086,witch,yes,445.0,m,155.0,0.18,0.3,hazelnut,brain,adult
2361,vampire,yes,310.0,m,152.0,0.33,0.6,silver,brain,young adult
6348,skeleton,no,1692.0,m,150.0,0.38,0.3,silver,rats,old
456,werewolf,no,1.0,f,175.0,0.82,0.9,silver,brain,baby
8064,werewolf,no,10.0,m,187.0,0.46,0.7,hazelnut,lasagna,baby
9058,witch,no,555.0,m,176.0,0.29,0.5,hazelnut,brain,adult
5959,vampire,yes,602.0,f,190.0,0.57,0.6,garlic,brain,middle age
3861,zombie,no,67.0,f,197.0,0.1,0.5,sunlight,rats,baby
7668,witch,no,592.0,m,178.0,0.2,0.4,hazelnut,rats,adult
8993,zombie,no,79.0,f,192.0,0.22,0.4,cat hair,pesto pasta,teen
9518,vampire,yes,558.0,f,157.0,0.35,0.5,garlic,brain,adult
7147,zombie,yes,1.0,m,170.0,0.13,0.2,cat hair,humans,baby
5159,zombie,yes,91.0,f,160.0,0.12,0.5,garlic,lasagna,teen
6546,werewolf,yes,91.0,f,197.0,1.0,0.7,cat hair,lasagna,teen
3603,ghost,no,2241.0,f,187.0,0.43,0.4,sunlight,lasagna,old
9460,vampire,no,327.0,m,189.0,0.44,0.6,sunlight,rats,young adult
2652,zombie,no,56.0,f,179.0,0.18,0.5,cat hair,pesto pasta,baby
9105,vampire,yes,944.0,m,176.0,0.52,0.6,sunlight,pesto pasta,middle age
4412,zombie,yes,111.0,f,172.0,0.19,0.5,sunlight,brain,teen
10018,skeleton,yes,1436.0,f,166.0,0.19,0.8,silver,rats,old
5507,ghost,yes,1949.0,m,198.0,0.03,0.3,sunlight,pesto pasta,old
6801,witch,no,318.0,m,163.0,0.2,0.4,hazelnut,pesto pasta,young adult
3313,ghost,yes,1794.0,m,154.0,0.59,0.9,pumpkin,brain,old
3269,witch,yes,466.0,m,197.0,0.16,0.2,hazelnut,lasagna,adult
6115,werewolf,no,80.0,f,156.0,0.73,0.7,silver,humans,teen
938,zombie,no,123.0,m,192.0,0.16,0.5,sunlight,rats,teen
8886,witch,no,374.0,f,199.0,0.22,0.3,hazelnut,pesto pasta,young adult
5718,vampire,yes,919.0,m,162.0,0.44,0.9,sunlight,brain,middle age
3018,zombie,yes,97.0,f,190.0,0.18,0.1,cat hair,brain,teen
3236,ghost,yes,1512.0,f,179.0,0.82,0.2,cat hair,lasagna,old
7777,skeleton,no,1058.0,f,156.0,0.28,0.7,silver,lasagna,middle age
3034,skeleton,yes,1347.0,f,199.0,0.21,0.2,garlic,pesto pasta,old
9278,ghost,yes,513.0,f,150.0,0.04,0.6,sunlight,brain,adult
7364,skeleton,no,1106.0,m,197.0,0.33,0.8,silver,lasagna,middle age
